name,location,rest_type,cuisines,cost,online_order,book_table,rate,votes,type
Cafe 58,BTM,Quick Bites,"Fast Food, Biryani",200.0,No,No,3.4,4,Dine-out
Five Star Chicken,BTM,Quick Bites,Fast Food,350.0,Yes,No,3.5,24,Dine-out
Mangalore Lunch Home,BTM,Quick Bites,"North Indian, South Indian, Mangalorean",250.0,Yes,No,3.6,42,Dine-out
Meat And Eat,BTM,Quick Bites,"Fast Food, Burger",500.0,Yes,No,3.1,15,Dine-out
Sri Vishnupriya,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0,No,No,3.0,67,Dine-out
Aarya Pork Hotel,BTM,Quick Bites,"South Indian, Biryani, Chinese",300.0,No,No,3.3,11,Dine-out
Sri Krishna Sagar,BTM,Quick Bites,"South Indian, North Indian, Chinese",200.0,No,No,3.6,11,Dine-out
Pout,BTM,Beverage Shop,Beverages,400.0,No,No,4.0,40,Dine-out
Hotel Meed Cafe,BTM,Quick Bites,"North Indian, South Indian",250.0,No,No,3.2,5,Dine-out
Karavali Lunch Home,BTM,Quick Bites,Kerala,200.0,No,No,3.3,4,Dine-out
Sri Udupi Sagar,BTM,Quick Bites,South Indian,200.0,No,No,3.5,12,Dine-out
Hot Burg,BTM,Quick Bites,"Fast Food, Juices",300.0,No,No,3.5,14,Dine-out
Desi Adda,BTM,Quick Bites,"North Indian, Chinese",300.0,No,No,3.3,22,Dine-out
Basawa Hotel,BTM,Quick Bites,South Indian,250.0,No,No,3.4,8,Dine-out
Friend's Kitchen,BTM,Quick Bites,"South Indian, Chinese",150.0,No,No,3.5,10,Dine-out
South Side,BTM,Quick Bites,"South Indian, Beverages",250.0,No,No,3.3,6,Dine-out
Barkat,BTM,Quick Bites,Kerala,250.0,No,No,3.4,5,Dine-out
C K Bake & Juice,BTM,"Quick Bites, Beverage Shop","Juices, Street Food",150.0,No,No,3.1,10,Dine-out
Hotel Mirchi Red,BTM,Quick Bites,"North Indian, Chinese",400.0,No,No,3.0,32,Dine-out
SGS Non Veg - Gundu Pulav,BTM,Quick Bites,"Biryani, Fast Food",400.0,Yes,No,3.6,41,Dine-out
Gallop Bar - Davanam Sarovar Portico Suites,Koramangala 2nd Block,Lounge,Finger Food,1600.0,No,No,3.5,8,Dine-out
Bombay Adda,Koramangala 7th Block,"Casual Dining, Bar",Modern Indian,1100.0,No,Yes,4.5,2225,
The Reservoire,Koramangala 5th Block,"Bar, Casual Dining","Continental, North Indian, Chinese, American, Pizza, Finger Food",1300.0,No,Yes,4.5,2540,
Indigo XP,Koramangala 5th Block,Pub,"Finger Food, Continental, Asian, North Indian",1400.0,No,No,4.3,2349,
Fenny's Lounge And Kitchen,Koramangala 7th Block,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad",1600.0,No,Yes,4.5,6348,
Sharief Bhai,Koramangala 5th Block,Casual Dining,"Mughlai, Biryani",700.0,No,Yes,4.3,1520,
ECHOES Koramangala,Koramangala 5th Block,"Cafe, Casual Dining","Chinese, American, Continental, Italian, North Indian",750.0,No,No,4.7,3197,
Chianti,Koramangala 5th Block,Casual Dining,Italian,1500.0,No,Yes,4.7,4845,
Drava,Koramangala 5th Block,Lounge,"Pizza, Continental, North Indian, Asian",1500.0,No,Yes,4.4,110,Dine-out
The Terrace at Gilly's Redefined,Koramangala 4th Block,"Microbrewery, Casual Dining","Continental, Finger Food, Asian, North Indian",1400.0,No,Yes,4.6,866,Dine-out
The Boozy Griffin,Koramangala 5th Block,"Casual Dining, Pub","European, Continental",1800.0,No,Yes,4.6,4947,
Simon Says Brew Works,Koramangala 5th Block,"Microbrewery, Casual Dining","Continental, American, Italian, Modern Indian, Pizza, Burger",1400.0,No,Yes,4.5,1932,
Myu Bar at Gilly's Redefined,Koramangala 4th Block,"Microbrewery, Bar","American, North Indian, Pizza, Finger Food, Continental, Italian",1200.0,No,Yes,4.4,1213,
Kobe Sizzlers,Koramangala 5th Block,Casual Dining,"American, Continental, Fast Food, Steak",1000.0,No,Yes,4.1,1786,Dine-out
Public - The Rooftop Bar And Kitchen,Bannerghatta Road,"Casual Dining, Bar","North Indian, South Indian, Andhra, Chinese",1000.0,No,Yes,4.3,956,Dine-out
Al-Bek,Jayanagar,Casual Dining,"North Indian, Mughlai, Chinese, Seafood",650.0,Yes,No,3.9,682,Dine-out
Shanmukha,Jayanagar,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800.0,Yes,No,4.4,1944,Dine-out
Chinita Real Mexican Food,Koramangala 5th Block,Casual Dining,Mexican,1200.0,No,No,4.5,729,
Karama Restaurant,Koramangala 5th Block,Casual Dining,"Arabian, North Indian, Beverages",750.0,Yes,No,4.1,1555,Dine-out
Sathya's,Koramangala 3rd Block,Bar,"North Indian, Chinese",1200.0,No,Yes,4.1,759,Dine-out
Rajdhani Thali Restaurant,Koramangala 7th Block,Casual Dining,North Indian,900.0,Yes,Yes,4.0,792,Dine-out
Chung Wah,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800.0,Yes,No,4.0,313,Dine-out
Mani's Dum Biryani,Koramangala 5th Block,Casual Dining,"Biryani, Kebab",750.0,Yes,No,3.9,778,Dine-out
Tilt Gastro Lounge,Koramangala 5th Block,"Lounge, Casual Dining","Continental, American, North Indian, Chinese",1500.0,No,Yes,4.1,1235,Dine-out
52 Wall Street,Koramangala 6th Block,"Bar, Casual Dining","American, Continental, Finger Food",1400.0,No,No,3.9,737,Dine-out
Bulls N Bears - Bar Trade Xchange,Koramangala 5th Block,"Pub, Bar","Finger Food, North Indian, Continental, Pizza",1000.0,No,Yes,3.9,144,Dine-out
Sutra Spice-The Resto Bar,Koramangala 4th Block,Bar,"South Indian, Andhra",1000.0,No,No,3.9,31,Dine-out
Smoke - The Sizzler House,Koramangala 7th Block,Casual Dining,"Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0,Yes,Yes,4.0,1382,Dine-out
JukeBox,Koramangala 7th Block,"Casual Dining, Bar","Continental, Parsi, Chinese, North Indian, Italian, Steak",1000.0,No,Yes,3.9,281,Dine-out
Sherlock's Pub,Koramangala 5th Block,"Pub, Casual Dining","Continental, North Indian, Chinese",1300.0,No,Yes,3.9,579,Dine-out
Starbucks,JP Nagar,Cafe,"Cafe, Desserts",700.0,No,No,4.2,386,Dine-out
Lounge 189,HSR,"Lounge, Bar","Continental, Italian",1300.0,No,No,3.8,157,Dine-out
Axomi - Taste of Assam,Koramangala 7th Block,Casual Dining,Assamese,500.0,Yes,No,4.0,610,Dine-out
Mavalli Tiffin Room (MTR),JP Nagar,Quick Bites,South Indian,300.0,No,No,4.1,873,Dine-out
Uttar Karnataka Meals Restaurant,Jayanagar,Quick Bites,South Indian,200.0,No,No,3.7,26,Dine-out
Leon Grill,Koramangala 5th Block,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0,Yes,No,4.3,165,Dine-out
IDC Kitchen,Koramangala 5th Block,Quick Bites,South Indian,200.0,No,No,4.2,51,Dine-out
The Underground Gastropub,Koramangala 5th Block,Pub,Finger Food,1000.0,No,No,3.0,37,Dine-out
New Prashanth Hotel,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,Yes,No,3.1,53,Dine-out
Burger King,Koramangala 7th Block,Quick Bites,"Burger, Fast Food, Beverages",600.0,Yes,No,3.9,1043,Dine-out
Fandom at Gilly's Redefined,Koramangala 4th Block,Bar,Finger Food,1500.0,No,No,3.8,103,Dine-out
Atta Galata,Koramangala 5th Block,Quick Bites,"Bakery, Fast Food",200.0,No,No,4.1,208,Dine-out
Drunken Monkey,JP Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Yes,No,3.7,125,Dine-out
Mizo Kitchen,Koramangala 5th Block,Quick Bites,"North Eastern, Chinese",400.0,No,No,3.8,27,Dine-out
Barcode,Koramangala 4th Block,Bar,"South Indian, North Indian",1300.0,No,Yes,3.8,169,Dine-out
Udupi Upahar,Koramangala 7th Block,Quick Bites,"South Indian, North Indian, Chinese",300.0,No,No,3.6,16,Dine-out
Amaravathi Bar & Restaurant,Jayanagar,"Casual Dining, Bar","North Indian, Chinese, Seafood",400.0,No,No,3.7,43,Dine-out
Chetty's Corner,Koramangala 5th Block,Quick Bites,"Fast Food, Burger",200.0,Yes,No,3.8,34,Dine-out
Taruni Andhra Mess,Koramangala 5th Block,Mess,Andhra,200.0,No,No,3.6,23,Dine-out
Flavor of Tibet,Koramangala 5th Block,Casual Dining,Tibetan,400.0,No,No,4.0,57,Dine-out
New Ambur Biryani,Koramangala 7th Block,Quick Bites,Biryani,150.0,No,No,3.2,6,Dine-out
Nammura Upahara,JP Nagar,Quick Bites,South Indian,100.0,No,No,3.8,40,Dine-out
Donne Biriyani House,Jayanagar,Quick Bites,"Biryani, Andhra, Kebab",400.0,Yes,No,3.5,406,Dine-out
Polar Bear,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400.0,Yes,No,3.8,46,Dine-out
Raghavendra Upahara,Jayanagar,Quick Bites,South Indian,200.0,No,No,3.7,20,Dine-out
Selfie Cafe,Koramangala 7th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",300.0,No,No,3.7,19,Dine-out
The Golden Spoon Restaurant Meat & Wine,Koramangala 7th Block,Casual Dining,"Chinese, North Indian",1000.0,No,No,3.5,14,Dine-out
Amrit,JP Nagar,Food Court,"North Indian, Seafood",600.0,No,No,3.4,24,Dine-out
Shiv Sagar,Koramangala 7th Block,Food Court,"Chinese, North Indian, Fast Food, Street Food",500.0,No,No,3.9,152,Dine-out
Tasty Bites,JP Nagar,Quick Bites,North Indian,450.0,Yes,No,3.8,1,Dine-out
A Bar,HSR,Bar,"North Indian, Continental",600.0,No,No,3.3,19,Dine-out
Tibbs Frankie,Koramangala 7th Block,Quick Bites,"Street Food, Rolls",200.0,No,No,3.5,70,Dine-out
Coconadu,Koramangala 7th Block,"Food Court, Quick Bites","Kerala, Konkan",400.0,No,No,3.7,36,Dine-out
SLV Restaurant,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,No,No,4.2,377,Dine-out
Udupi Grand,Koramangala 7th Block,Quick Bites,"South Indian, North Indian, Chinese",300.0,No,No,2.8,64,Dine-out
CHAAI BEE,Koramangala 7th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Street Food",250.0,No,No,3.5,8,Dine-out
Cool Lassi Burger,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Burger",200.0,No,No,3.1,7,Dine-out
Malnad Military Hotel,Koramangala 7th Block,Casual Dining,"South Indian, Chinese",500.0,No,No,3.8,40,Dine-out
Sri Vinayaka Andhra Mess,Koramangala 5th Block,Mess,Andhra,300.0,No,No,3.3,4,Dine-out
Bakimo,Koramangala 5th Block,Casual Dining,Continental,850.0,No,No,3.5,7,Dine-out
Daily Bread,Koramangala 4th Block,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0,No,No,2.8,53,Dine-out
Desi Dhaba,Koramangala 7th Block,Quick Bites,"North Indian, Chinese, Rolls",300.0,No,No,3.7,34,Dine-out
Sri Krishna Sagar,Koramangala 7th Block,Quick Bites,South Indian,300.0,No,No,3.5,12,Dine-out
Malabar Coastal Cuisine,Koramangala 7th Block,Food Court,Kerala,550.0,No,No,3.6,68,Dine-out
Chai Chowk,Koramangala 7th Block,Quick Bites,"Chinese, Fast Food",200.0,No,No,3.8,82,Dine-out
Hotel Paradise,Jayanagar,Quick Bites,Fast Food,200.0,No,No,3.3,5,Dine-out
Waikiki,JP Nagar,Quick Bites,"Fast Food, Beverages",200.0,No,No,3.2,5,Dine-out
H3O,Koramangala 4th Block,Bar,"North Indian, Chinese",1000.0,No,No,3.3,4,Dine-out
Ambur Biryani Hotel,Koramangala 1st Block,Quick Bites,Biryani,200.0,No,No,3.2,13,Dine-out
Shree Nandini Andhra Mess,Koramangala 5th Block,Mess,Andhra,150.0,No,No,3.3,5,Dine-out
Juice Buzz,JP Nagar,Beverage Shop,Juices,200.0,No,No,3.1,10,Dine-out
Falafel's - The Lebanese Haus,Koramangala 7th Block,Quick Bites,Lebanese,300.0,No,No,2.9,53,
Dadaba's,Jayanagar,Quick Bites,Fast Food,300.0,No,No,3.3,6,Dine-out
Cafe Bollywood,JP Nagar,Quick Bites,Street Food,200.0,No,No,3.4,25,Dine-out
Cool Point,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",100.0,No,No,3.2,7,Dine-out
Fahad Hotel,Jayanagar,Quick Bites,Fast Food,200.0,No,No,3.3,4,Dine-out
Combo King Paramount,Jayanagar,Food Court,"Chinese, Kerala",500.0,No,No,3.1,12,Dine-out
Krupa Sagar,Koramangala 5th Block,Quick Bites,"North Indian, South Indian, Chinese, Street Food",300.0,No,No,3.2,4,Dine-out
Egg House,Koramangala 5th Block,Quick Bites,"Continental, Italian, Fast Food",400.0,No,No,2.9,14,Dine-out
Dry Dock Cafe,Koramangala 5th Block,Quick Bites,"Street Food, Tea",200.0,No,No,3.6,10,Dine-out
Rolls On Wheel,Koramangala 5th Block,Quick Bites,"Fast Food, Rolls",300.0,No,No,3.0,18,Dine-out
Chowk Tea Stall,Koramangala 7th Block,Quick Bites,"Street Food, Tea",100.0,No,No,3.4,8,Dine-out
Jayanthi Sagar,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese",200.0,No,No,3.1,21,Dine-out
Biryani Point,Bommanahalli,Quick Bites,Biryani,250.0,No,No,3.2,7,Dine-out
Sulaimani Chai,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",100.0,No,No,3.8,21,Dine-out
Khan Saheb Grills and Rolls,Hosur Road,Quick Bites,"Fast Food, Rolls",350.0,Yes,No,3.8,62,Dine-out
Sri Ganesh Juice Corner,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",150.0,No,No,3.0,9,Dine-out
Mynt - The Taj West End,Race Course Road,Fine Dining,"Italian, North Indian, Lebanese",2500.0,No,Yes,4.1,339,Buffet
Coastal Creek,Vasanth Nagar,Casual Dining,"North Indian, Continental, South Indian",600.0,No,No,3.3,13,Buffet
Starbucks,Church Street,Cafe,"Cafe, Desserts",700.0,No,No,4.1,526,Cafes
Cafe Coffee Day The Square,Lavelle Road,Cafe,Cafe,1100.0,No,No,4.1,388,Cafes
BanBay,Vasanth Nagar,Cafe,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0,No,No,4.0,44,Cafes
Smally's Resto Cafe,Ulsoor,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,Yes,Yes,4.1,1852,Delivery
Domino's Pizza,Shanti Nagar,Quick Bites,"Pizza, Fast Food",400.0,Yes,No,3.7,266,Delivery
Pathaan Sir,Indiranagar,Quick Bites,"Fast Food, Rolls, Momos",250.0,Yes,No,3.3,156,Delivery
Sweet Truth,Vasanth Nagar,Delivery,"Bakery, Desserts",500.0,Yes,No,3.7,21,Delivery
McDonald's,Ulsoor,Quick Bites,"Burger, Fast Food",500.0,Yes,No,3.8,106,Delivery
Lassi Shop,Church Street,Beverage Shop,"Beverages, Ice Cream",200.0,No,No,3.9,32,Delivery
Keventers,Commercial Street,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Yes,No,3.8,54,
Caferia,Frazer Town,Quick Bites,"Fast Food, Street Food",200.0,Yes,No,3.3,4,Delivery
Maravanthe,Indiranagar,Casual Dining,"Seafood, Mangalorean",1000.0,Yes,Yes,4.4,686,
Hatti Kaapi,Brigade Road,Quick Bites,"South Indian, Beverages",200.0,Yes,No,3.9,54,Delivery
Kanti Sweets,Cunningham Road,"Dessert Parlor, Quick Bites","Mithai, Street Food",400.0,Yes,No,3.6,20,Delivery
Mangalore pearl - Seafood Restaurant,Frazer Town,Casual Dining,"Mangalorean, Seafood",700.0,Yes,No,4.3,1379,Delivery
Gelato Italiano,Ulsoor,Dessert Parlor,"Ice Cream, Bakery, Desserts",200.0,Yes,No,2.9,17,Delivery
Chung's Chinese Corner,Indiranagar,Casual Dining,Chinese,700.0,Yes,No,2.7,283,Delivery
Chai Point,Cunningham Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,No,No,3.8,148,Delivery
Fullyfilled,Indiranagar,Quick Bites,"Sandwich, Fast Food, Momos",200.0,Yes,No,4.0,48,Delivery
The Yogisthaan Cafe,Indiranagar,Cafe,"Cafe, Healthy Food, Salad, Beverages",600.0,Yes,No,4.2,1207,Delivery
Millers 46,Vasanth Nagar,Casual Dining,"American, Continental, Steak",1100.0,No,Yes,4.4,2266,Delivery
Samrat Restaurant,Race Course Road,Casual Dining,"South Indian, North Indian",600.0,No,No,4.1,484,Delivery
CAMP TANDOOR,Ulsoor,Quick Bites,North Indian,300.0,Yes,No,3.7,15,Delivery
Raidan Restaurant,Frazer Town,Casual Dining,"Arabian, Chinese, Fast Food",600.0,No,No,3.9,169,Delivery
Nandhini Deluxe,Frazer Town,Casual Dining,North Indian,600.0,No,No,3.6,196,
Aroma Of Asia,Frazer Town,Quick Bites,"Fast Food, Momos",400.0,No,No,3.9,49,Delivery
Rolls On Wheels,Cunningham Road,Quick Bites,"Fast Food, Rolls, Momos",200.0,No,No,3.7,61,Delivery
Grand Spicy Restaurant,Cunningham Road,Casual Dining,"North Indian, Mughlai, Chinese",700.0,No,No,3.6,34,Delivery
Lickity Garden,Frazer Town,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750.0,Yes,No,3.2,4,Delivery
China Hut,Frazer Town,Kiosk,Chinese,500.0,No,No,3.8,56,Delivery
Shanthi Sagar Deluxe,Frazer Town,Casual Dining,"South Indian, North Indian, Fast Food",500.0,No,No,2.7,52,Delivery
Spicy Restaurant,Vasanth Nagar,Quick Bites,"North Indian, Chinese",400.0,No,No,3.0,25,Delivery
Kinara Tiffany,Vasanth Nagar,Quick Bites,South Indian,100.0,No,No,3.6,15,Delivery
Painted Platters,Ulsoor,Bakery,"Bakery, Desserts",300.0,No,No,3.9,38,Delivery
Little Paramount Restaurants,Vasanth Nagar,Quick Bites,"Mughlai, North Indian",400.0,No,No,3.6,32,Delivery
Goli Vada Pav NO.1,MG Road,Quick Bites,Street Food,200.0,No,No,3.4,7,Delivery
Baskin Robbins,Vasanth Nagar,Dessert Parlor,"Ice Cream, Desserts",250.0,No,No,3.1,17,Delivery
Khan Saheb Grills and Rolls,Commercial Street,Quick Bites,"Fast Food, Rolls",350.0,Yes,No,3.9,185,Delivery
Cafe Coffee Day,Lavelle Road,Cafe,"Cafe, Fast Food",650.0,Yes,No,2.9,55,Delivery
Rotti Mane,Indiranagar,Quick Bites,South Indian,200.0,Yes,No,3.6,21,Delivery
Sunny Side Bistro,Frazer Town,Cafe,"Cafe, Continental",700.0,Yes,No,3.8,362,Delivery
Chung Wah,Frazer Town,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800.0,Yes,No,3.9,194,Delivery
Ganesh Food Joint,Frazer Town,Quick Bites,"South Indian, North Indian, Chinese",200.0,Yes,No,3.7,30,Delivery
A2B - Adyar Ananda Bhavan,Ulsoor,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Yes,No,2.9,22,Delivery
Tasty King,RT Nagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Yes,No,3.4,8,Delivery
Lazeez Xpress,Vasanth Nagar,Quick Bites,"North Indian, Mughlai, Biryani",650.0,Yes,No,3.4,11,Delivery
Chowmein,Seshadripuram,Casual Dining,"North Indian, Chinese, Thai, Momos",600.0,Yes,No,4.0,279,Delivery
Curries And Pickles,Indiranagar,Quick Bites,"Andhra, North Indian, Biryani",250.0,Yes,No,3.8,77,Delivery
Arina's,Frazer Town,Quick Bites,"Fast Food, Chinese",250.0,No,No,3.3,5,Delivery
Desi Vdesi,Church Street,Quick Bites,"Fast Food, North Indian, Rolls",250.0,Yes,No,3.9,202,Delivery
Debby's Kitchen,Frazer Town,Quick Bites,"Modern Indian, American, Chinese",250.0,Yes,No,3.6,16,Delivery
Baskin Robbins,Church Street,Dessert Parlor,"Ice Cream, Desserts",250.0,Yes,No,3.5,36,Desserts
Keventers,Lavelle Road,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,No,No,3.9,89,Desserts
Sreeraj Lassi Bar,Shivajinagar,"Dessert Parlor, Beverage Shop","Beverages, Desserts",150.0,Yes,No,3.9,73,Desserts
Sri Rama Vilas Sweets,Majestic,Sweet Shop,"Mithai, Desserts",150.0,No,No,3.8,30,Desserts
KC Das - Sweet Bite,Frazer Town,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,No,No,3.5,20,Desserts
Shilpa Gulati's Desserts,Cunningham Road,Bakery,Bakery,600.0,No,No,3.6,17,Desserts
The Bakery World,Frazer Town,Bakery,"Bakery, Desserts",250.0,No,No,3.2,5,Desserts
Pizza Hut,Church Street,Casual Dining,"Pizza, Fast Food",750.0,Yes,No,3.7,39,Dine-out
Watson's,Ulsoor,Pub,"Finger Food, Salad, Chinese, Continental",1300.0,No,Yes,4.2,1428,Dine-out
WOW Momo,MG Road,Quick Bites,"Tibetan, Momos",400.0,Yes,No,3.5,6,Dine-out
McDonald's,MG Road,Quick Bites,"Burger, Fast Food",500.0,Yes,No,3.9,115,Dine-out
Burger King,Commercial Street,Quick Bites,"Burger, Fast Food, Beverages",600.0,Yes,No,3.9,645,Dine-out
Blue Ginger - The Taj West End,Race Course Road,Fine Dining,Vietnamese,3200.0,No,Yes,4.4,514,Dine-out
Masala Klub - The Taj West End,Race Course Road,Fine Dining,"North Indian, South Indian",4000.0,No,Yes,4.4,309,Dine-out
Blue Bar - The Taj West End,Race Course Road,Lounge,Continental,2500.0,No,Yes,4.0,113,
Gangotree,Race Course Road,Quick Bites,Street Food,150.0,No,No,3.8,50,Dine-out
Shahi Kabab,Frazer Town,Quick Bites,Rolls,200.0,No,No,3.8,39,Dine-out
Calcutta Chats,Vasanth Nagar,Quick Bites,North Indian,200.0,No,No,3.6,13,Dine-out
Halli Mane Food Court,Frazer Town,Quick Bites,South Indian,100.0,No,No,3.5,11,Dine-out
Kerala Foods,Vasanth Nagar,Quick Bites,Kerala,250.0,No,No,3.5,10,Dine-out
Lobby Cafe - Radha Regent,Electronic City,Casual Dining,"Continental, American, South Indian, Italian, North Indian, Chinese",1200.0,No,Yes,3.7,177,Buffet
The Big Barbeque,Electronic City,Casual Dining,"BBQ, North Indian, Continental, Chinese",1500.0,No,Yes,4.7,524,Buffet
Fire Station,Electronic City,"Pub, Casual Dining","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",1200.0,No,Yes,4.4,808,
Barbeque Nation,Electronic City,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,No,Yes,4.3,1147,Buffet
Onesta,Electronic City,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0,Yes,Yes,4.5,860,Buffet
Time Traveller - Sai Vishram,Electronic City,Casual Dining,"Continental, North Indian, South Indian, Chinese",1100.0,Yes,No,4.2,882,Buffet
24@43 - The Oterra,Electronic City,Fine Dining,"North Indian, Asian, Continental",3000.0,No,Yes,4.1,268,Buffet
Citrus Cafe - Lemon Tree Hotel,Electronic City,Fine Dining,"North Indian, Continental, South Indian",2200.0,No,Yes,3.9,285,Buffet
Keys Cafe - Keys Hotel,Electronic City,Casual Dining,"Chinese, Continental, North Indian",1200.0,No,No,3.8,115,Buffet
Bazaar - Zone By The Park,Electronic City,Casual Dining,"Continental, South Indian, North Indian, Asian",1400.0,No,Yes,4.0,415,Buffet
Fishing Boat - Hotel Goyal Residency,Electronic City,Casual Dining,"Seafood, North Indian, Chinese, Biryani",800.0,Yes,Yes,3.9,418,Buffet
Soul Indian Specialty - Svenska Design Hotel,Electronic City,Fine Dining,"North Indian, South Indian, Asian, Italian, Continental",2000.0,Yes,Yes,3.7,266,Buffet
Melange - Hotel Ekaa,Electronic City,Casual Dining,"North Indian, Chinese, Continental, Mangalorean",900.0,Yes,Yes,3.2,426,
Spotlight - The Golden Tulip,Electronic City,Casual Dining,"North Indian, Chinese, Continental",850.0,No,Yes,2.5,118,Buffet
Ritz,Electronic City,Casual Dining,"North Indian, Chinese, Thai, Continental",800.0,No,No,3.5,43,Buffet
It's Mirchi - Ramee Guestline Hotels,Electronic City,Casual Dining,"Continental, Mughlai",1600.0,No,No,3.1,19,Buffet
The Dining Table - Sahar Pavillion,Electronic City,"Casual Dining, Bar","Chinese, Continental, North Indian, Pizza, South Indian",1500.0,No,Yes,3.7,74,
Seven Spices - Manipal County,Electronic City,Casual Dining,"North Indian, Chinese, Continental",900.0,No,No,2.8,38,Buffet
Bamboo Shades,Electronic City,Casual Dining,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",1000.0,Yes,No,2.8,48,Buffet
Brunch & Munch - Hotel Millennium Plaza,Electronic City,Casual Dining,"North Indian, Chinese, Mangalorean, Andhra",1200.0,No,No,3.5,23,Buffet
Cafe Happytizing,Electronic City,Cafe,"Cafe, Sandwich, Pizza, North Indian, Mexican",700.0,Yes,No,4.1,351,
